timestamp,cpu_usage_latest,memory_usage_gb_latest,disk_read_bytes,disk_write_bytes,network_rx_bytes,network_tx_bytes
11:10:09,2,0.055263519287109375,0,53248,1054,516
11:10:10,9,0.055141448974609375,0,61440,1124,586
11:10:11,9,0.055141448974609375,0,61440,1124,586
11:10:12,596,0.08671951293945312,0,61440,735446,993250
11:10:13,811,0.07527542114257812,0,61440,1735430,2184852
11:10:14,811,0.07527542114257812,0,61440,1735430,2184852
11:10:15,919,0.0712890625,0,61440,2961544,3501614
11:10:16,919,0.0712890625,0,61440,2961544,3501614
11:10:17,781,0.0667572021484375,0,61440,3872214,4442416
11:10:18,781,0.0667572021484375,0,61440,3872214,4442416
11:10:19,79,0.06273269653320312,0,61440,3910988,4465554
11:10:20,31,0.061374664306640625,0,61440,3910988,4465554
11:10:21,2,0.061000823974609375,0,61440,3910988,4465554
11:10:22,2,0.061000823974609375,0,61440,3910988,4465554
11:10:23,4,0.060878753662109375,0,61440,3911384,4465950
11:10:24,1,0.060878753662109375,0,61440,3911384,4465950
11:10:25,1,0.060878753662109375,0,61440,3911384,4465950
11:10:26,29,0.06067657470703125,0,61440,3911384,4465950
11:10:27,2,0.06067657470703125,0,61440,3911384,4465950
11:10:28,2,0.06067657470703125,0,61440,3911384,4465950
11:10:29,3,0.06067657470703125,0,61440,3911384,4465950
11:10:30,27,0.061153411865234375,0,61440,3911384,4465950
11:10:31,3,0.0608673095703125,0,61440,3911384,4465950
11:10:32,1,0.0608673095703125,0,61440,3911384,4465950
11:10:33,2,0.0608673095703125,0,61440,3911384,4465950
11:10:34,2,0.0608673095703125,0,61440,3911384,4465950
11:10:35,21,0.06148529052734375,0,61440,3911384,4465950
11:10:36,21,0.06148529052734375,0,61440,3911384,4465950
11:10:37,3,0.061489105224609375,0,61440,3911540,4465950
11:10:38,2,0.061489105224609375,0,61440,3911540,4466020
11:10:39,2,0.061489105224609375,0,61440,3911540,4466020
11:10:40,10,0.06145477294921875,0,61440,3911540,4466020
11:10:41,2,0.06145477294921875,0,61440,3911540,4466020
11:10:42,2,0.06145477294921875,0,61440,3911540,4466020
11:10:43,1,0.06145477294921875,0,61440,3911540,4466020
11:10:44,26,0.061885833740234375,0,61440,3911540,4466020
11:10:45,26,0.061885833740234375,0,61440,3911540,4466020
11:10:46,1,0.061695098876953125,0,61440,3911540,4466020
11:10:47,2,0.061695098876953125,0,61440,3911540,4466020
11:10:48,2,0.061695098876953125,0,61440,3911540,4466020
11:10:49,2,0.061695098876953125,0,61440,3911540,4466020
11:10:50,15,0.060272216796875,0,61440,3911540,4466020
11:10:51,15,0.060272216796875,0,61440,3911540,4466020
11:10:52,2,0.06023406982421875,0,61440,3911540,4466020
11:10:53,2,0.06023406982421875,0,61440,3911540,4466020
11:10:54,2,0.06023406982421875,0,61440,3911540,4466020
11:10:55,30,0.060237884521484375,0,61440,3911540,4466020
11:10:56,1,0.060237884521484375,0,61440,3911540,4466020
11:10:57,1,0.060237884521484375,0,61440,3911540,4466020
11:10:58,2,0.060237884521484375,0,61440,3911540,4466020
11:10:59,11,0.060291290283203125,0,61440,3911540,4466020
11:11:00,2,0.060207366943359375,0,61440,3911540,4466020
11:11:01,2,0.060207366943359375,0,61440,3911540,4466020
11:11:02,2,0.060207366943359375,0,61440,3911540,4466020
11:11:03,2,0.060207366943359375,0,61440,3911540,4466020
11:11:04,1,0.060207366943359375,0,61440,3911540,4466020
11:11:05,1,0.060207366943359375,0,61440,3911540,4466020
11:11:06,21,0.06021881103515625,0,61440,3911540,4466020
11:11:07,21,0.06021881103515625,0,61440,3911540,4466020
11:11:08,3,0.059787750244140625,0,61440,3911540,4466020
11:11:09,10,0.060329437255859375,0,61440,3911540,4466020
11:11:10,10,0.060329437255859375,0,61440,3911540,4466020
11:11:11,2,0.060214996337890625,0,61440,3911696,4466020
11:11:12,2,0.059970855712890625,0,61440,3911696,4466020
11:11:13,2,0.059970855712890625,0,61440,3911696,4466020
11:11:14,3,0.059970855712890625,0,61440,3911696,4466020
11:11:15,24,0.060302734375,0,61440,3911696,4466020
11:11:16,24,0.060302734375,0,61440,3911696,4466020
11:11:18,2,0.060302734375,0,61440,3911696,4466090
11:11:19,2,0.060302734375,0,61440,3911696,4466090
11:11:20,3,0.060302734375,0,61440,3911696,4466090
11:11:21,11,0.060543060302734375,0,61440,3911696,4466090
11:11:22,11,0.060543060302734375,0,61440,3911696,4466090
11:11:23,1,0.060543060302734375,0,61440,3911696,4466090
11:11:24,2,0.060520172119140625,0,61440,3911696,4466090
11:11:25,2,0.060520172119140625,0,61440,3911696,4466090
11:11:26,27,0.060703277587890625,0,61440,3911696,4466090
11:11:27,2,0.06017303466796875,0,61440,3911696,4466090
11:11:28,1,0.06017303466796875,0,61440,3911696,4466090
11:11:29,1,0.06017303466796875,0,61440,3911696,4466090
11:11:30,1,0.06017303466796875,0,61440,3911696,4466090
11:11:31,10,0.0603485107421875,0,61440,3911696,4466090
11:11:32,1,0.060131072998046875,0,61440,3911696,4466090
11:11:33,2,0.060131072998046875,0,61440,3911696,4466090
