timestamp,cpu_usage_latest,memory_usage_gb_latest,disk_read_bytes,disk_write_bytes,network_rx_bytes,network_tx_bytes
09:34:53,9,0.07875823974609375,0,32768,17377,4297
09:34:54,19,0.07851791381835938,0,34807808,17711,4297
09:34:55,3,0.07851791381835938,0,34807808,17823,4409
09:34:56,5,0.07790374755859375,0,34807808,17823,4409
09:34:57,5,0.07790374755859375,0,34807808,17823,4409
09:34:58,17,0.07789993286132812,0,34807808,17948,4409
09:34:59,17,0.07789993286132812,0,34807808,17948,4409
09:35:00,3,0.07788467407226562,0,34807808,17948,4409
09:35:01,3,0.07788467407226562,0,34807808,17948,4409
09:35:02,3,0.07787704467773438,0,34807808,17948,4409
09:35:03,2,0.07787704467773438,0,34807808,18018,4479
09:35:04,2,0.07787704467773438,0,34807808,18018,4479
09:35:05,2,0.07787704467773438,0,34807808,18018,4479
09:35:06,2,0.07787704467773438,0,34807808,18143,4479
09:35:07,2,0.07812118530273438,0,34807808,18143,4479
09:35:08,2,0.07812118530273438,0,34807808,18143,4479
09:35:09,2,0.077880859375,0,34807808,18143,4479
09:35:10,2,0.077880859375,0,34807808,18143,4479
09:35:11,2,0.07788467407226562,0,34807808,18143,4479
09:35:12,2,0.077880859375,0,34807808,18143,4479
09:35:13,1,0.077880859375,0,34807808,18143,4479
09:35:14,1,0.077880859375,0,34807808,18143,4479
09:35:15,2,0.077880859375,0,34807808,18143,4479
09:35:16,2,0.077880859375,0,34807808,18143,4479
09:35:17,2,0.077880859375,0,34807808,18143,4479
09:35:18,2,0.077880859375,0,34807808,18213,4479
09:35:19,2,0.077880859375,0,34807808,18213,4549
09:35:20,2,0.077880859375,0,34807808,18213,4549
09:35:21,2,0.077880859375,0,34820096,18213,4549
09:35:22,2,0.077880859375,0,34820096,18213,4549
09:35:23,3,0.077880859375,0,34820096,18338,4549
09:35:24,2,0.077880859375,0,34820096,18338,4549
09:35:25,2,0.077880859375,0,34820096,18338,4549
09:35:26,2,0.077880859375,0,34820096,18338,4549
09:35:27,2,0.077880859375,0,34820096,18338,4549
09:35:28,2,0.07788467407226562,0,34820096,18338,4549
09:35:29,2,0.07788467407226562,0,34820096,18338,4549
09:35:30,2,0.077880859375,0,34820096,18338,4549
09:35:31,4,0.0771636962890625,0,34820096,18338,4549
09:35:33,4,0.0771636962890625,0,34820096,18338,4549
09:35:34,16,0.07789993286132812,0,34820096,18338,4549
09:35:35,16,0.07789993286132812,0,34820096,18338,4549
09:35:36,2,0.0778961181640625,0,34820096,18338,4549
09:35:37,2,0.0781402587890625,0,34820096,18338,4549
09:35:38,2,0.0781402587890625,0,34820096,18338,4549
09:35:39,2,0.0778961181640625,0,34820096,18338,4549
09:35:40,2,0.0778961181640625,0,34820096,18338,4549
09:35:41,2,0.0778961181640625,0,34820096,18338,4549
09:35:42,2,0.0778961181640625,0,34820096,18338,4549
09:35:43,2,0.0778961181640625,0,34820096,18338,4549
09:35:44,2,0.0778961181640625,0,34820096,18338,4549
09:35:45,3,0.0778961181640625,0,34820096,18338,4549
09:35:46,2,0.0778961181640625,0,34820096,18338,4549
09:35:47,2,0.0778961181640625,0,34820096,18338,4549
09:35:48,2,0.0778961181640625,0,34820096,18338,4549
09:35:49,2,0.0778961181640625,0,34820096,18338,4549
09:35:50,2,0.0778961181640625,0,34820096,18408,4549
09:35:51,3,0.0778961181640625,0,34820096,18408,4549
09:35:52,3,0.0778961181640625,0,34820096,18408,4549
09:35:53,2,0.0781402587890625,0,34820096,18408,4619
09:35:54,2,0.0781402587890625,0,34820096,18408,4619
09:35:55,2,0.0778961181640625,0,34820096,18533,4619
09:35:56,2,0.0778961181640625,0,34820096,18533,4619
09:35:57,2,0.0778961181640625,0,34820096,18533,4619
09:35:58,2,0.07789993286132812,0,34820096,18533,4619
09:35:59,2,0.07789993286132812,0,34820096,18533,4619
09:36:00,2,0.0781402587890625,0,34820096,18533,4619
09:36:01,3,0.0781402587890625,0,34820096,18533,4619
09:36:02,3,0.0781402587890625,0,34820096,18533,4619
09:36:03,2,0.0781402587890625,0,34820096,18533,4619
09:36:04,2,0.0781402587890625,0,34820096,18533,4619
09:36:05,2,0.0781402587890625,0,34820096,18533,4619
09:36:06,3,0.0778961181640625,0,34820096,18533,4619
09:36:07,3,0.0778961181640625,0,34820096,18533,4619
09:36:08,2,0.0781402587890625,0,34820096,18533,4619
09:36:09,3,0.0778961181640625,0,34820096,18533,4619
09:36:10,2,0.0778961181640625,0,34820096,18533,4619
09:36:11,2,0.0778961181640625,0,34820096,18533,4619
09:36:12,2,0.0778961181640625,0,34820096,18533,4619
09:36:13,4,0.07693099975585938,0,34820096,18717,4619
09:36:14,2,0.07692718505859375,0,34820096,18717,4619
09:36:15,21,0.0778961181640625,0,34820096,18717,4619
09:36:16,21,0.0778961181640625,0,34820096,18717,4619
09:36:17,2,0.07789230346679688,0,34820096,18717,4619
