timestamp,cpu_usage_latest,memory_usage_gb_latest,disk_read_bytes,disk_write_bytes,network_rx_bytes,network_tx_bytes
10:15:53,2,0.05635833740234375,0,49152,2160,558
10:15:54,6,0.05666351318359375,0,49152,3839,1368
10:15:55,720,0.11525344848632812,0,49152,1062871,432596
10:15:56,720,0.11525344848632812,0,49152,1062871,432596
10:15:57,2557,0.06609725952148438,0,49152,4349128,3306898
10:15:58,2557,0.06609725952148438,0,49152,4349128,3306898
10:15:59,1014,0.062427520751953125,0,49152,5037022,4029984
10:16:00,46,0.06244659423828125,0,49152,5037022,4029984
10:16:01,46,0.06244659423828125,0,49152,5037022,4029984
10:16:02,6,0.06064605712890625,0,49152,5037092,4030054
10:16:03,6,0.059955596923828125,0,49152,5037092,4030054
10:16:04,6,0.059955596923828125,0,49152,5037092,4030054
10:16:05,12,0.06008148193359375,0,49152,5037199,4030054
10:16:06,2,0.0594635009765625,0,49152,5037199,4030054
10:16:07,2,0.0594635009765625,0,49152,5037199,4030054
10:16:08,2,0.0594635009765625,0,49152,5037199,4030054
10:16:09,2,0.0594635009765625,0,49152,5037199,4030054
10:16:10,27,0.059284210205078125,0,49152,5037199,4030054
10:16:11,27,0.059284210205078125,0,49152,5037199,4030054
10:16:12,1,0.0590667724609375,0,49152,5037199,4030054
10:16:13,1,0.0590667724609375,0,49152,5037199,4030054
10:16:14,1,0.0590667724609375,0,49152,5037199,4030054
10:16:15,7,0.059436798095703125,0,49152,5037199,4030054
10:16:16,2,0.059436798095703125,0,49152,5037269,4030124
10:16:17,2,0.059436798095703125,0,49152,5037269,4030124
10:16:18,0,0.059436798095703125,0,49152,5037269,4030124
10:16:19,41,0.059734344482421875,0,49152,5037269,4030124
10:16:20,41,0.059734344482421875,0,49152,5037269,4030124
10:16:21,1,0.059734344482421875,0,49152,5037376,4030124
10:16:22,1,0.059734344482421875,0,49152,5037376,4030124
10:16:23,1,0.059734344482421875,0,49152,5037376,4030124
10:16:24,1,0.059734344482421875,0,49152,5037376,4030124
10:16:25,8,0.060024261474609375,0,49152,5037376,4030124
10:16:26,1,0.060024261474609375,0,49152,5037376,4030124
10:16:27,1,0.060024261474609375,0,49152,5037376,4030124
10:16:28,2,0.060024261474609375,0,49152,5037376,4030124
10:16:29,46,0.0607147216796875,0,49152,5037376,4030124
10:16:30,46,0.0607147216796875,0,49152,5037376,4030124
10:16:31,2,0.0592498779296875,0,49152,5037376,4030124
10:16:32,2,0.0592498779296875,0,49152,5037376,4030124
10:16:33,3,0.0592498779296875,0,49152,5037376,4030124
10:16:34,31,0.060150146484375,0,49152,5037376,4030124
10:16:35,31,0.060150146484375,0,49152,5037376,4030124
10:16:36,1,0.05901336669921875,0,49152,5037376,4030124
10:16:37,1,0.05901336669921875,0,49152,5037376,4030124
10:16:38,2,0.05901336669921875,0,49152,5037376,4030124
10:16:39,43,0.0596160888671875,0,49152,5037376,4030124
10:16:40,2,0.0596160888671875,0,49152,5037376,4030124
10:16:41,2,0.0596160888671875,0,49152,5037376,4030124
10:16:42,2,0.0596160888671875,0,49152,5037376,4030124
10:16:43,1,0.0596160888671875,0,49152,5037376,4030124
10:16:44,1,0.0596160888671875,0,49152,5037376,4030124
10:16:45,19,0.059650421142578125,0,49152,5037376,4030124
10:16:46,3,0.059650421142578125,0,49152,5037446,4030194
10:16:48,3,0.059650421142578125,0,49152,5037446,4030194
10:16:49,2,0.059650421142578125,0,49152,5037446,4030194
10:16:50,43,0.0599822998046875,0,49152,5037446,4030194
10:16:51,43,0.0599822998046875,0,49152,5037446,4030194
10:16:52,1,0.05998992919921875,0,49152,5037446,4030194
10:16:53,3,0.05998992919921875,0,49152,5037553,4030194
10:16:54,3,0.05998992919921875,0,49152,5037553,4030194
10:16:55,16,0.059284210205078125,0,49152,5037553,4030194
10:16:56,16,0.059284210205078125,0,49152,5037553,4030194
10:16:57,2,0.059284210205078125,0,49152,5037553,4030194
10:16:58,1,0.059284210205078125,0,49152,5037553,4030194
10:16:59,4,0.059284210205078125,0,49152,5037553,4030194
10:17:00,4,0.059284210205078125,0,49152,5037553,4030194
10:17:01,38,0.0593414306640625,0,49152,5037553,4030194
10:17:02,38,0.0593414306640625,0,49152,5037553,4030194
10:17:03,2,0.0593414306640625,0,49152,5037553,4030194
10:17:04,2,0.0593414306640625,0,49152,5037553,4030194
10:17:05,2,0.0593414306640625,0,49152,5037553,4030194
10:17:06,17,0.05936431884765625,0,49152,5037553,4030194
10:17:07,17,0.05936431884765625,0,49152,5037553,4030194
10:17:08,2,0.05936431884765625,0,49152,5037553,4030194
10:17:09,2,0.05936431884765625,0,49152,5037553,4030194
10:17:10,55,0.05960845947265625,0,49152,5037553,4030194
10:17:11,13,0.059726715087890625,0,49152,5037553,4030194
10:17:12,13,0.059726715087890625,0,49152,5037553,4030194
10:17:13,1,0.059726715087890625,0,49152,5037553,4030194
10:17:14,1,0.059726715087890625,0,49152,5037553,4030194
10:17:15,8,0.060314178466796875,0,49152,5037553,4030194
10:17:16,0,0.060314178466796875,0,49152,5037553,4030194
10:17:17,1,0.060314178466796875,0,49152,5037553,4030194
